date,sales,MoM,YoY
1995-01-01,,,
1995-02-01,,,
1995-03-01,,,
1995-04-01,,,
1995-05-01,,,
1995-06-01,,,
1995-07-01,,,
1995-08-01,,,
1995-09-01,,,
1995-10-01,,,
1995-11-01,,,
1995-12-01,,,
1996-01-01,,,
1996-02-01,,,
1996-03-01,,,
1996-04-01,,,
1996-05-01,,,
1996-06-01,,,
1996-07-01,,,
1996-08-01,,,
1996-09-01,,,
1996-10-01,,,
1996-11-01,,,
1996-12-01,,,
1997-01-01,,,
1997-02-01,,,
1997-03-01,,,
1997-04-01,,,
1997-05-01,,,
1997-06-01,,,
1997-07-01,,,
1997-08-01,,,
1997-09-01,,,
1997-10-01,,,
1997-11-01,,,
1997-12-01,,,
1998-01-01,,,
1998-02-01,,,
1998-03-01,,,
1998-04-01,,,
1998-05-01,,,
1998-06-01,,,
1998-07-01,,,
1998-08-01,,,
1998-09-01,,,
1998-10-01,,,
1998-11-01,,,
1998-12-01,,,
1999-01-01,,,
1999-02-01,,,
1999-03-01,,,
1999-04-01,,,
1999-05-01,,,
1999-06-01,,,
1999-07-01,,,
1999-08-01,,,
1999-09-01,,,
1999-10-01,,,
1999-11-01,,,
1999-12-01,,,
2000-01-01,,,
2000-02-01,,,
2000-03-01,,,
2000-04-01,,,
2000-05-01,,,
2000-06-01,,,
2000-07-01,,,
2000-08-01,,,
2000-09-01,,,
2000-10-01,,,
2000-11-01,,,
2000-12-01,,,
2001-01-01,,,
2001-02-01,,,
2001-03-01,,,
2001-04-01,,,
2001-05-01,,,
2001-06-01,,,
2001-07-01,,,
2001-08-01,,,
2001-09-01,,,
2001-10-01,,,
2001-11-01,,,
2001-12-01,,,
2002-01-01,,,
2002-02-01,,,
2002-03-01,,,
2002-04-01,,,
2002-05-01,,,
2002-06-01,,,
2002-07-01,,,
2002-08-01,,,
2002-09-01,,,
2002-10-01,,,
2002-11-01,,,
2002-12-01,,,
2003-01-01,,,
2003-02-01,,,
2003-03-01,,,
2003-04-01,,,
2003-05-01,,,
2003-06-01,,,
2003-07-01,,,
2003-08-01,,,
2003-09-01,,,
2003-10-01,,,
2003-11-01,,,
2003-12-01,,,
2004-01-01,,,
2004-02-01,,,
2004-03-01,,,
2004-04-01,,,
2004-05-01,,,
2004-06-01,,,
2004-07-01,,,
2004-08-01,,,
2004-09-01,,,
2004-10-01,,,
2004-11-01,,,
2004-12-01,,,
2005-01-01,816719.0,,
2005-02-01,752362.0,-0.0787994401991382,
2005-03-01,648805.0,-0.1376425178305124,
2005-04-01,692050.0,0.06665330877536402,
2005-05-01,709421.0,0.02510078751535283,
2005-06-01,731486.0,0.031102828926688142,
2005-07-01,690688.0,-0.05577413648381513,
2005-08-01,724355.0,0.04874415075982208,
2005-09-01,728716.0,0.006020528608210007,
2005-10-01,657415.0,-0.09784470218850694,
2005-11-01,667577.0,0.015457511617471553,
2005-12-01,667506.0,-0.00010635477255804826,
2006-01-01,713664.0,0.06914994022525645,-0.1261817099883803
2006-02-01,708445.0,-0.007312965204914312,-0.0583721665900192
2006-03-01,701374.0,-0.009981014757673545,0.08102434475689924
2006-04-01,701212.0,-0.0002309752001071752,0.013238927823134183
2006-05-01,653395.0,-0.06819193054311679,-0.07897426210952307
2006-06-01,665998.0,0.019288485525600807,-0.08952734570449739
2006-07-01,674496.0,0.012759798077471629,-0.02344329132690881
2006-08-01,693492.0,0.02816325078280668,-0.04260756120962783
2006-09-01,684952.0,-0.012314489568733267,-0.06005631823645974
2006-10-01,635061.0,-0.07283868066667443,-0.034002874896374435
2006-11-01,677982.0,0.06758563350607272,0.01558621702065821
2006-12-01,660531.0,-0.025739621405878044,-0.010449344275557104
2007-01-01,658371.0,-0.003270096331587813,-0.07747763653483997
2007-02-01,680313.0,0.033327713401714254,-0.03970950461927181
2007-03-01,709661.0,0.04313896691669861,0.01181537952647238
2007-04-01,681155.0,-0.040168474806985266,-0.028603332515701352
2007-05-01,700891.0,0.028974315684388907,0.07269109803411422
2007-06-01,663190.0,-0.05379010431008535,-0.004216228877564232
2007-07-01,667955.0,0.007184969616550241,-0.009697611253439598
2007-08-01,669630.0,0.002507653958724765,-0.03440847190739038
2007-09-01,678021.0,0.01253080059137135,-0.010118957240799364
2007-10-01,659011.0,-0.028037479665084075,0.03771291261784304
2007-11-01,620100.0,-0.05904453795156683,-0.0853739479809198
2007-12-01,618536.0,-0.002522173842928521,-0.06357763678010575
2008-01-01,631898.0,0.021602622967781926,-0.0402098512844582
2008-02-01,629802.0,-0.003316991033363026,-0.07424670703044045
2008-03-01,599578.0,-0.04798968564723516,-0.15512054347075577
2008-04-01,597070.0,-0.004182942002541767,-0.12344473724776295
2008-05-01,606530.0,0.015844038387458736,-0.13463006373316255
2008-06-01,575772.0,-0.05071142400211037,-0.13181441215941136
2008-07-01,563403.0,-0.02148246180779889,-0.1565255144433383
