date,rentals,MoM,YoY
1995-01-01,,,
1995-02-01,,,
1995-03-01,,,
1995-04-01,,,
1995-05-01,,,
1995-06-01,,,
1995-07-01,,,
1995-08-01,,,
1995-09-01,,,
1995-10-01,,,
1995-11-01,,,
1995-12-01,,,
1996-01-01,,,
1996-02-01,,,
1996-03-01,,,
1996-04-01,,,
1996-05-01,,,
1996-06-01,,,
1996-07-01,,,
1996-08-01,,,
1996-09-01,,,
1996-10-01,,,
1996-11-01,,,
1996-12-01,,,
1997-01-01,,,
1997-02-01,,,
1997-03-01,,,
1997-04-01,,,
1997-05-01,,,
1997-06-01,,,
1997-07-01,,,
1997-08-01,,,
1997-09-01,,,
1997-10-01,,,
1997-11-01,,,
1997-12-01,,,
1998-01-01,,,
1998-02-01,,,
1998-03-01,,,
1998-04-01,,,
1998-05-01,,,
1998-06-01,,,
1998-07-01,,,
1998-08-01,,,
1998-09-01,,,
1998-10-01,,,
1998-11-01,,,
1998-12-01,,,
1999-01-01,,,
1999-02-01,,,
1999-03-01,,,
1999-04-01,,,
1999-05-01,,,
1999-06-01,,,
1999-07-01,,,
1999-08-01,,,
1999-09-01,,,
1999-10-01,,,
1999-11-01,,,
1999-12-01,,,
2000-01-01,,,
2000-02-01,,,
2000-03-01,,,
2000-04-01,,,
2000-05-01,,,
2000-06-01,,,
2000-07-01,,,
2000-08-01,,,
2000-09-01,,,
2000-10-01,,,
2000-11-01,,,
2000-12-01,,,
2001-01-01,,,
2001-02-01,,,
2001-03-01,,,
2001-04-01,,,
2001-05-01,,,
2001-06-01,,,
2001-07-01,,,
2001-08-01,,,
2001-09-01,,,
2001-10-01,,,
2001-11-01,,,
2001-12-01,,,
2002-01-01,,,
2002-02-01,,,
2002-03-01,,,
2002-04-01,,,
2002-05-01,,,
2002-06-01,,,
2002-07-01,,,
2002-08-01,,,
2002-09-01,,,
2002-10-01,,,
2002-11-01,,,
2002-12-01,,,
2003-01-01,,,
2003-02-01,,,
2003-03-01,,,
2003-04-01,,,
2003-05-01,,,
2003-06-01,,,
2003-07-01,,,
2003-08-01,,,
2003-09-01,,,
2003-10-01,,,
2003-11-01,,,
2003-12-01,,,
2004-01-01,,,
2004-02-01,,,
2004-03-01,,,
2004-04-01,,,
2004-05-01,,,
2004-06-01,,,
2004-07-01,,,
2004-08-01,,,
2004-09-01,,,
2004-10-01,,,
2004-11-01,,,
2004-12-01,,,
2005-01-01,,,
2005-02-01,,,
2005-03-01,,,
2005-04-01,,,
2005-05-01,,,
2005-06-01,,,
2005-07-01,,,
2005-08-01,,,
2005-09-01,,,
2005-10-01,,,
2005-11-01,,,
2005-12-01,,,
2006-01-01,,,
2006-02-01,,,
2006-03-01,,,
2006-04-01,,,
2006-05-01,,,
2006-06-01,,,
2006-07-01,,,
2006-08-01,,,
2006-09-01,,,
2006-10-01,,,
2006-11-01,,,
2006-12-01,,,
2007-01-01,,,
2007-02-01,,,
2007-03-01,,,
2007-04-01,,,
2007-05-01,,,
2007-06-01,,,
2007-07-01,,,
2007-08-01,,,
2007-09-01,,,
2007-10-01,,,
2007-11-01,,,
2007-12-01,,,
2008-01-01,,,
2008-02-01,,,
2008-03-01,,,
2008-04-01,,,
2008-05-01,,,
2008-06-01,,,
2008-07-01,,,
2008-08-01,,,
2008-09-01,,,
2008-10-01,,,
2008-11-01,,,
2008-12-01,,,
2009-01-01,,,
2009-02-01,,,
2009-03-01,,,
2009-04-01,,,
2009-05-01,,,
2009-06-01,,,
2009-07-01,,,
2009-08-01,,,
2009-09-01,,,
2009-10-01,,,
2009-11-01,,,
2009-12-01,,,
2010-01-01,1495.0,,
2010-02-01,1523.0,0.0187290969899665,
2010-03-01,1541.0,0.011818778726198298,
2010-04-01,1620.0,0.05126541207008439,
2010-05-01,1622.0,0.0012345679012346622,
2010-06-01,1604.0,-0.011097410604192337,
2010-07-01,1570.0,-0.021197007481296715,
2010-08-01,1625.0,0.035031847133758065,
2010-09-01,1629.0,0.002461538461538515,
2010-10-01,1647.0,0.011049723756906049,
2010-11-01,1608.0,-0.023679417122040025,
2010-12-01,1639.0,0.019278606965174028,
2011-01-01,1651.0,0.007321537522879895,0.10434782608695659
2011-02-01,1654.0,0.001817080557237949,0.08601444517399859
2011-03-01,1642.0,-0.00725513905683195,0.06554185593770279
2011-04-01,1653.0,0.006699147381242332,0.020370370370370372
2011-05-01,1693.0,0.024198427102238407,0.043773119605425403
2011-06-01,1676.0,-0.010041346721795574,0.04488778054862852
2011-07-01,1692.0,0.009546539379474916,0.07770700636942673
2011-08-01,1702.0,0.005910165484633634,0.04738461538461536
2011-09-01,1698.0,-0.002350176263219761,0.0423572744014733
2011-10-01,1706.0,0.004711425206124886,0.03582270795385556
2011-11-01,1742.0,0.021101992966002348,0.08333333333333326
2011-12-01,1724.0,-0.010332950631458115,0.05186089078706524
