date,sales,MoM,YoY
1995-01-01,,,
1995-02-01,,,
1995-03-01,,,
1995-04-01,,,
1995-05-01,,,
1995-06-01,,,
1995-07-01,,,
1995-08-01,,,
1995-09-01,,,
1995-10-01,,,
1995-11-01,,,
1995-12-01,,,
1996-01-01,,,
1996-02-01,,,
1996-03-01,,,
1996-04-01,,,
1996-05-01,,,
1996-06-01,,,
1996-07-01,,,
1996-08-01,,,
1996-09-01,,,
1996-10-01,,,
1996-11-01,,,
1996-12-01,,,
1997-01-01,,,
1997-02-01,,,
1997-03-01,,,
1997-04-01,,,
1997-05-01,,,
1997-06-01,,,
1997-07-01,,,
1997-08-01,,,
1997-09-01,,,
1997-10-01,,,
1997-11-01,,,
1997-12-01,,,
1998-01-01,,,
1998-02-01,,,
1998-03-01,,,
1998-04-01,,,
1998-05-01,,,
1998-06-01,,,
1998-07-01,,,
1998-08-01,,,
1998-09-01,,,
1998-10-01,,,
1998-11-01,,,
1998-12-01,,,
1999-01-01,,,
1999-02-01,,,
1999-03-01,,,
1999-04-01,,,
1999-05-01,,,
1999-06-01,,,
1999-07-01,,,
1999-08-01,,,
1999-09-01,,,
1999-10-01,,,
1999-11-01,,,
1999-12-01,,,
2000-01-01,,,
2000-02-01,,,
2000-03-01,,,
2000-04-01,,,
2000-05-01,,,
2000-06-01,,,
2000-07-01,,,
2000-08-01,,,
2000-09-01,,,
2000-10-01,,,
2000-11-01,,,
2000-12-01,,,
2001-01-01,,,
2001-02-01,,,
2001-03-01,,,
2001-04-01,,,
2001-05-01,,,
2001-06-01,,,
2001-07-01,,,
2001-08-01,,,
2001-09-01,,,
2001-10-01,,,
2001-11-01,,,
2001-12-01,,,
2002-01-01,,,
2002-02-01,,,
2002-03-01,,,
2002-04-01,,,
2002-05-01,,,
2002-06-01,,,
2002-07-01,,,
2002-08-01,,,
2002-09-01,,,
2002-10-01,,,
2002-11-01,,,
2002-12-01,,,
2003-01-01,,,
2003-02-01,,,
2003-03-01,,,
2003-04-01,,,
2003-05-01,,,
2003-06-01,,,
2003-07-01,,,
2003-08-01,,,
2003-09-01,,,
2003-10-01,,,
2003-11-01,,,
2003-12-01,,,
2004-01-01,,,
2004-02-01,,,
2004-03-01,,,
2004-04-01,,,
2004-05-01,,,
2004-06-01,,,
2004-07-01,,,
2004-08-01,,,
2004-09-01,,,
2004-10-01,,,
2004-11-01,,,
2004-12-01,,,
2005-01-01,497402.0,,
2005-02-01,492732.0,-0.009388784122299487,
2005-03-01,506387.0,0.027712833751410537,
2005-04-01,498824.0,-0.014935217531255707,
2005-05-01,514488.0,0.03140185716805921,
2005-06-01,527049.0,0.024414563604981954,
2005-07-01,533654.0,0.01253204161282917,
2005-08-01,532167.0,-0.0027864496471496913,
2005-09-01,529314.0,-0.0053610990534925795,
2005-10-01,538194.0,0.01677643138099505,
2005-11-01,554906.0,0.031051999836490207,
2005-12-01,556098.0,0.002148111572050082,
2006-01-01,557359.0,0.0022675859290988143,0.12054032754190769
2006-02-01,560531.0,0.0056911254685041435,0.13759812636483937
2006-03-01,557950.0,-0.004604562459525008,0.10182528382442668
2006-04-01,559673.0,0.0030880903306746976,0.12198490850480326
2006-05-01,570010.0,0.01846971356488525,0.10791699709225488
2006-06-01,571681.0,0.002931527517061161,0.08468282835182306
2006-07-01,560991.0,-0.01869923961090192,0.05122607532221246
2006-08-01,565374.0,0.00781295956619621,0.062399585092649534
2006-09-01,560640.0,-0.008373218435937968,0.05918226232444268
2006-10-01,559101.0,-0.0027450770547945424,0.03884658691847176
2006-11-01,565584.0,0.011595400473259687,0.0192428987972737
2006-12-01,556802.0,-0.015527313361056838,0.0012659639128353994
2007-01-01,561080.0,0.007683162057607662,0.006676127953437527
2007-02-01,549685.0,-0.02030904683824053,-0.01934950966137461
2007-03-01,551443.0,0.003198195330052611,-0.011662335334707397
2007-04-01,553366.0,0.0034872144537150263,-0.011269080337983017
2007-05-01,549153.0,-0.007613405955552044,-0.03659058613006794
2007-06-01,556380.0,0.013160266810888777,-0.02676492659367724
2007-07-01,555893.0,-0.0008753010532369654,-0.009087489817127148
2007-08-01,553336.0,-0.004599806077788315,-0.021292100450321372
2007-09-01,552985.0,-0.0006343342923648132,-0.01365403824200917
2007-10-01,557795.0,0.008698246787887554,-0.002335892799333217
2007-11-01,554155.0,-0.006525694923762315,-0.020207431610512305
2007-12-01,544596.0,-0.017249686459564595,-0.021921616660859677
2008-01-01,542412.0,-0.004010312231452318,-0.033271547729379014
2008-02-01,542899.0,0.0008978414931823941,-0.012345252280851815
2008-03-01,545110.0,0.004072580719433949,-0.011484414526977349
2008-04-01,542931.0,-0.003997358331345957,-0.018857320471442063
2008-05-01,542257.0,-0.0012414100502642356,-0.012557520399597233
2008-06-01,546878.0,0.008521789483584286,-0.01707825586829148
2008-07-01,547070.0,0.0003510837883402562,-0.015871759493283788
