date,rentals,MoM,YoY
1995-01-01,,,
1995-02-01,,,
1995-03-01,,,
1995-04-01,,,
1995-05-01,,,
1995-06-01,,,
1995-07-01,,,
1995-08-01,,,
1995-09-01,,,
1995-10-01,,,
1995-11-01,,,
1995-12-01,,,
1996-01-01,,,
1996-02-01,,,
1996-03-01,,,
1996-04-01,,,
1996-05-01,,,
1996-06-01,,,
1996-07-01,,,
1996-08-01,,,
1996-09-01,,,
1996-10-01,,,
1996-11-01,,,
1996-12-01,,,
1997-01-01,,,
1997-02-01,,,
1997-03-01,,,
1997-04-01,,,
1997-05-01,,,
1997-06-01,,,
1997-07-01,,,
1997-08-01,,,
1997-09-01,,,
1997-10-01,,,
1997-11-01,,,
1997-12-01,,,
1998-01-01,,,
1998-02-01,,,
1998-03-01,,,
1998-04-01,,,
1998-05-01,,,
1998-06-01,,,
1998-07-01,,,
1998-08-01,,,
1998-09-01,,,
1998-10-01,,,
1998-11-01,,,
1998-12-01,,,
1999-01-01,,,
1999-02-01,,,
1999-03-01,,,
1999-04-01,,,
1999-05-01,,,
1999-06-01,,,
1999-07-01,,,
1999-08-01,,,
1999-09-01,,,
1999-10-01,,,
1999-11-01,,,
1999-12-01,,,
2000-01-01,,,
2000-02-01,,,
2000-03-01,,,
2000-04-01,,,
2000-05-01,,,
2000-06-01,,,
2000-07-01,,,
2000-08-01,,,
2000-09-01,,,
2000-10-01,,,
2000-11-01,,,
2000-12-01,,,
2001-01-01,,,
2001-02-01,,,
2001-03-01,,,
2001-04-01,,,
2001-05-01,,,
2001-06-01,,,
2001-07-01,,,
2001-08-01,,,
2001-09-01,,,
2001-10-01,,,
2001-11-01,,,
2001-12-01,,,
2002-01-01,,,
2002-02-01,,,
2002-03-01,,,
2002-04-01,,,
2002-05-01,,,
2002-06-01,,,
2002-07-01,,,
2002-08-01,,,
2002-09-01,,,
2002-10-01,,,
2002-11-01,,,
2002-12-01,,,
2003-01-01,,,
2003-02-01,,,
2003-03-01,,,
2003-04-01,,,
2003-05-01,,,
2003-06-01,,,
2003-07-01,,,
2003-08-01,,,
2003-09-01,,,
2003-10-01,,,
2003-11-01,,,
2003-12-01,,,
2004-01-01,,,
2004-02-01,,,
2004-03-01,,,
2004-04-01,,,
2004-05-01,,,
2004-06-01,,,
2004-07-01,,,
2004-08-01,,,
2004-09-01,,,
2004-10-01,,,
2004-11-01,,,
2004-12-01,,,
2005-01-01,,,
2005-02-01,,,
2005-03-01,,,
2005-04-01,,,
2005-05-01,,,
2005-06-01,,,
2005-07-01,,,
2005-08-01,,,
2005-09-01,,,
2005-10-01,,,
2005-11-01,,,
2005-12-01,,,
2006-01-01,,,
2006-02-01,,,
2006-03-01,,,
2006-04-01,,,
2006-05-01,,,
2006-06-01,,,
2006-07-01,,,
2006-08-01,,,
2006-09-01,,,
2006-10-01,,,
2006-11-01,,,
2006-12-01,,,
2007-01-01,2698.0,,
2007-02-01,2620.0,-0.0289103039288362,
2007-03-01,2714.0,0.03587786259541992,
2007-04-01,2748.0,0.012527634487840889,
2007-05-01,2681.0,-0.024381368267831105,
2007-06-01,2744.0,0.023498694516971286,
2007-07-01,2810.0,0.02405247813411071,
2007-08-01,2879.0,0.02455516014234882,
2007-09-01,2800.0,-0.027440083362278544,
2007-10-01,2859.0,0.02107142857142863,
2007-11-01,2897.0,0.013291360615599768,
2007-12-01,2905.0,0.002761477390403888,
2008-01-01,2860.0,-0.015490533562822706,0.060044477390659656
2008-02-01,2889.0,0.010139860139860124,0.10267175572519083
2008-03-01,2863.0,-0.008999653859466994,0.05490051584377298
2008-04-01,2871.0,0.0027942717429270125,0.044759825327510994
2008-05-01,2885.0,0.004876349703935912,0.07609101081685932
2008-06-01,2852.0,-0.011438474870017368,0.039358600583090375
2008-07-01,2844.0,-0.0028050490883591017,0.012099644128113818
2008-08-01,2851.0,0.0024613220815752346,-0.009725599166377163
2008-09-01,2841.0,-0.0035075412136093,0.01464285714285718
2008-10-01,2786.0,-0.019359380499823997,-0.02553340328786291
2008-11-01,2747.0,-0.013998564249820489,-0.05177770107007251
2008-12-01,2702.0,-0.016381507098653048,-0.0698795180722892
2009-01-01,2672.0,-0.011102886750555152,-0.06573426573426577
2009-02-01,2654.0,-0.006736526946107824,-0.08134302526825887
2009-03-01,2626.0,-0.010550113036925435,-0.08278030038421236
2009-04-01,2598.0,-0.010662604722010638,-0.09508881922675028
2009-05-01,2589.0,-0.0034642032332563577,-0.10259965337954935
2009-06-01,2584.0,-0.0019312475859405431,-0.09396914446002802
2009-07-01,2600.0,0.006191950464396356,-0.0857946554149086
2009-08-01,2593.0,-0.0026923076923076605,-0.09049456331111894
2009-09-01,2598.0,0.0019282684149632967,-0.08553326293558605
2009-10-01,2595.0,-0.0011547344110854896,-0.06855707106963393
2009-11-01,2570.0,-0.009633911368015391,-0.06443392792136882
